Incident Number,Opened At,Resolved At,Closed At,Category,Subcategory,Priority,Impact,Urgency,State,Assignment Group,Assigned To,Location,Department,CI Name,Short Description,Reopen Count,SLA Met,Resolution Hours,Caller ID,Month Year,Quarter
INC109028,2023-03-13 11:11:21,2023-03-15 10:11:21,2023-03-15 18:11:21,Hardware,SQL,High,Medium,Low,Closed,Database Team,Bonnie Quinn,Kolkata,IT,VPN Gateway,Bar community article beyond purpose use successful individual night star.,1,Yes,47,Hunter Faulkner,Mar-2023,Q1
INC109029,2023-02-04 11:48:14,2023-02-06 14:48:14,2023-02-07 00:48:14,Network,Linux,High,Low,Low,Closed,Service Desk,Logan Moore,Bangalore,Sales,Oracle DB,Build learn campaign own space.,1,No,51,Sherry Wong,Feb-2023,Q1
INC109030,2021-07-27 08:13:12,2021-07-30 18:13:12,2021-07-30 19:13:12,Application,SQL,Medium,Low,Medium,Closed,Security Team,Nicole Wilkerson,Hyderabad,Marketing,SAP Server,On stop set back off assume around professor company.,5,No,82,Melinda Lopez,Jul-2021,Q3
INC109031,2022-01-02 18:40:44,2022-01-06 09:40:44,2022-01-06 11:40:44,Security,Firewall,Low,Medium,Medium,In Progress,Database Team,Evan Edwards,Delhi,Support,CRM Server,Trade film kitchen various thought all personal specific management.,1,No,87,Andrew Kramer,Jan-2022,Q1
INC109032,2023-09-23 04:24:23,2023-09-23 15:24:23,2023-09-23 22:24:23,Database,Linux,Low,Low,Low,Closed,Windows Team,Susan Stevenson,Delhi,Operations,Web Server,Store practice civil stage break process team sell.,4,No,11,David Allison,Sep-2023,Q3
INC109033,2026-01-27 19:05:25,2026-01-28 15:05:25,2026-01-28 22:05:25,Hardware,VPN,Critical,High,Medium,New,Linux Team,Michael Bailey,Mumbai,Marketing,Power BI Server,Will attention sell result car several bag whom church term.,2,No,20,Leah Morgan,Jan-2026,Q1
INC109034,2021-02-17 15:01:16,2021-02-21 01:01:16,2021-02-21 20:01:16,Email,VPN,Critical,High,High,Closed,Cloud Team,Justin Washington,Pune,Support,Power BI Server,Improve official site prepare beat compare majority board sell character.,4,No,82,Hannah Johnson,Feb-2021,Q1
INC109035,2023-12-17 16:56:30,2023-12-20 14:56:30,2023-12-21 08:56:30,Database,Linux,Critical,Medium,Low,In Progress,Security Team,Diana Hall,Hyderabad,Operations,Exchange Server,Them line tax writer discover item stop enter stay.,5,Yes,70,Nicolas Jackson,Dec-2023,Q4
INC109036,2026-07-21 19:48:13,2026-07-25 14:48:13,2026-07-25 20:48:13,Email,Server,Critical,Medium,High,Resolved,Cloud Team,Robert Campbell,Chennai,Finance,Exchange Server,Nature with will concern poor goal better pressure place sport.,4,No,91,Michael Porter,Jul-2026,Q3
INC109037,2026-04-03 16:10:43,2026-04-07 00:10:43,2026-04-07 18:10:43,Application,Printer,High,Medium,Low,Resolved,Security Team,Samantha Wilson,Mumbai,Operations,VPN Gateway,North image be first surface think ability.,1,Yes,80,Stephanie Phillips,Apr-2026,Q2
INC109038,2024-12-22 03:30:55,2024-12-22 12:30:55,2024-12-23 06:30:55,Cloud,Printer,Medium,Low,High,New,Service Desk,Linda Walker,Delhi,Support,SAP Server,Quality system work kid practice sing indeed yet.,4,Yes,9,Abigail Compton,Dec-2024,Q4
INC109039,2021-03-12 13:51:51,2021-03-12 18:51:51,2021-03-13 05:51:51,Security,Printer,Medium,High,Medium,In Progress,Security Team,Bridget Watts,Pune,IT,Web Server,Very begin score behind prevent.,0,No,5,Joshua Romero,Mar-2021,Q1
INC109040,2023-01-22 19:17:43,2023-01-24 20:17:43,2023-01-25 08:17:43,Hardware,VPN,Medium,High,Medium,Resolved,Cloud Team,Megan King,Pune,Marketing,CRM Server,Concern report pay measure blue certainly seek another along run.,3,No,49,Stephen Anthony,Jan-2023,Q1
INC109041,2024-10-02 02:32:30,2024-10-05 02:32:30,2024-10-05 07:32:30,Hardware,Windows,High,Medium,Medium,Closed,Network Team,Linda Carlson,Mumbai,Finance,Power BI Server,Left inside argue some couple collection.,5,No,72,Richard Abbott,Oct-2024,Q4
INC109042,2022-05-03 20:07:45,2022-05-06 22:07:45,2022-05-07 22:07:45,Cloud,Server,Low,High,Medium,New,Linux Team,Natasha Vargas,Delhi,Finance,Active Directory,Training prevent story value instead answer would computer.,2,Yes,74,Daniel Long,May-2022,Q2
INC109043,2023-04-23 20:53:15,2023-04-25 03:53:15,2023-04-25 06:53:15,Software,Oracle,Critical,Low,Low,On Hold,Windows Team,Alicia Strickland,Kolkata,Marketing,Web Server,Thank range account describe certainly.,2,Yes,31,Brandon Rios,Apr-2023,Q2
INC109044,2022-10-15 13:07:42,2022-10-18 06:07:42,2022-10-18 12:07:42,Cloud,SQL,Medium,Low,Medium,In Progress,Service Desk,Douglas Lewis,Mumbai,Sales,CRM Server,Game senior successful news tend.,3,Yes,65,Adam Whitaker,Oct-2022,Q4
INC109045,2022-02-10 18:16:16,2022-02-12 17:16:16,2022-02-13 14:16:16,Database,Server,Low,High,High,On Hold,Service Desk,Christopher Yates,Pune,Operations,VPN Gateway,Him pull movement them increase letter room.,5,Yes,47,Samantha Crawford,Feb-2022,Q1
INC109046,2026-07-13 12:58:45,2026-07-15 18:58:45,2026-07-16 14:58:45,Hardware,Printer,High,Low,High,Closed,Linux Team,James Fisher,Kolkata,IT,Web Server,Least but computer still test matter live.,0,No,54,Sherry Wong,Jul-2026,Q3
INC109047,2025-07-04 07:11:43,2025-07-05 22:11:43,2025-07-06 20:11:43,Hardware,Windows,High,High,Low,Resolved,Security Team,Dana Bond,Mumbai,Support,Web Server,Enter particular outside example keep tough indicate.,2,No,39,Jillian Joseph,Jul-2025,Q3
INC109048,2023-08-30 18:29:06,2023-08-31 00:29:06,2023-08-31 20:29:06,Network,Linux,Critical,Low,Medium,In Progress,Windows Team,Kaitlyn Riggs,Hyderabad,Finance,Power BI Server,Ask respond know describe lose often alone.,3,No,6,Linda Taylor,Aug-2023,Q3
INC109049,2024-10-26 22:04:12,2024-10-30 17:04:12,2024-10-31 04:04:12,Email,Printer,High,Medium,Low,Closed,Network Team,Traci Black,Bangalore,Support,Oracle DB,Space benefit TV themselves purpose some.,3,No,91,Madeline Gay,Oct-2024,Q4
INC109050,2021-04-11 04:41:44,2021-04-11 12:41:44,2021-04-11 13:41:44,Security,Windows,High,Medium,Low,Closed,Windows Team,Casey Jacobs,Chennai,Finance,Oracle DB,Law government future suggest off.,1,No,8,Amy Edwards,Apr-2021,Q2
INC109051,2025-07-04 04:20:14,2025-07-07 22:20:14,2025-07-08 08:20:14,Hardware,Oracle,Critical,Low,Low,On Hold,Network Team,Heather Fowler,Chennai,IT,CRM Server,Country end here worker never stuff significant say.,2,Yes,90,Katie Morgan,Jul-2025,Q3
INC109052,2022-10-13 09:25:19,2022-10-14 22:25:19,2022-10-15 09:25:19,Email,Linux,Low,Low,Medium,On Hold,Database Team,Michael Castillo,Bangalore,Finance,Active Directory,Evidence event tax father nearly once agree force night Mr.,1,Yes,37,Matthew Lucero,Oct-2022,Q4
INC109053,2022-08-10 07:09:25,2022-08-12 00:09:25,2022-08-12 08:09:25,Application,Laptop,High,Low,Low,In Progress,Cloud Team,Crystal Alexander,Hyderabad,Support,CRM Server,Have begin spend hear.,2,No,41,Cheryl Smith,Aug-2022,Q3
INC109054,2021-11-21 06:26:11,2021-11-21 15:26:11,2021-11-21 18:26:11,Email,Server,Critical,Medium,High,Resolved,Windows Team,Kathleen Murphy,Hyderabad,Support,Power BI Server,Certain read sense spring stage wish maybe.,5,Yes,9,Garrett Wilson,Nov-2021,Q4
INC109055,2021-06-08 00:59:13,2021-06-10 17:59:13,2021-06-10 18:59:13,Security,Oracle,High,Low,High,On Hold,Network Team,Erin Ibarra,Chennai,Support,Active Directory,Try you main newspaper would generation top fine medical.,2,Yes,65,Tyler Hogan,Jun-2021,Q2
INC109056,2021-08-10 20:48:43,2021-08-11 20:48:43,2021-08-12 15:48:43,Network,Oracle,High,Medium,Medium,On Hold,Application Support,Ryan Miller,Chennai,IT,Power BI Server,Language wonder partner friend side pay against.,1,Yes,24,Nicolas Jackson,Aug-2021,Q3
INC109057,2022-06-29 04:15:48,2022-07-02 01:15:48,2022-07-02 14:15:48,Software,Printer,Low,Low,High,In Progress,Linux Team,Alexis Sutton,Hyderabad,HR,CRM Server,Almost attention above serve computer its rate nothing.,0,Yes,69,Ashley Spencer,Jun-2022,Q2
INC109058,2024-06-30 19:48:34,2024-07-02 02:48:34,2024-07-03 02:48:34,Database,Linux,Low,High,Medium,In Progress,Security Team,Brian Rodriguez,Hyderabad,Support,Power BI Server,Painting hand make degree short painting father.,5,No,31,Matthew Lucero,Jun-2024,Q2
INC109059,2024-10-29 22:36:27,2024-10-30 08:36:27,2024-10-30 18:36:27,Network,Server,Medium,Medium,Low,Resolved,Security Team,Hayden Evans,Mumbai,HR,CRM Server,Music determine remain cultural detail wife use.,2,Yes,10,Carla Harris,Oct-2024,Q4
INC109060,2022-03-16 23:03:04,2022-03-18 07:03:04,2022-03-18 14:03:04,Email,Laptop,High,High,High,On Hold,Application Support,Sarah Booker,Delhi,Sales,VPN Gateway,Peace five democratic happen anyone dark follow rather.,0,No,32,Michael Willis,Mar-2022,Q1
INC109061,2026-06-28 22:00:54,2026-06-30 04:00:54,2026-06-30 16:00:54,Database,Windows,Medium,Low,Medium,New,Windows Team,Brian Murphy,Bangalore,Operations,SAP Server,Ability establish win tax citizen current.,4,Yes,30,Travis Greene DDS,Jun-2026,Q2
INC109062,2024-08-17 07:43:05,2024-08-21 00:43:05,2024-08-21 17:43:05,Software,Oracle,Medium,Medium,Medium,On Hold,Cloud Team,Anthony Stevenson,Pune,Sales,Exchange Server,Whole throw live area really.,5,No,89,Michael Rodriguez,Aug-2024,Q3
INC109063,2023-09-25 17:11:24,2023-09-29 10:11:24,2023-09-29 19:11:24,Security,Laptop,High,Low,High,New,Security Team,Jeremy Barton,Pune,Finance,CRM Server,Author me hand knowledge more perhaps.,2,No,89,Eddie Barton,Sep-2023,Q3
INC109064,2021-02-15 10:58:49,2021-02-18 13:58:49,2021-02-19 13:58:49,Security,SQL,High,Medium,Medium,On Hold,Security Team,Amy Bender,Hyderabad,Support,Oracle DB,Fill pretty stock good senior often environmental.,1,Yes,75,Kathleen Sanchez,Feb-2021,Q1
INC109065,2022-01-26 02:45:48,2022-01-28 21:45:48,2022-01-29 20:45:48,Software,SQL,Critical,Low,Low,New,Network Team,Cory Richmond,Pune,Operations,CRM Server,Law talk money once never suffer bill paper usually better.,3,Yes,67,Keith Miller,Jan-2022,Q1
INC109066,2024-12-07 11:47:27,2024-12-09 10:47:27,2024-12-09 23:47:27,Cloud,VPN,High,Low,Medium,Resolved,Service Desk,Cynthia Bruce,Chennai,Marketing,Active Directory,Threat process old conference back way occur process.,5,No,47,Katherine Miles,Dec-2024,Q4
INC109067,2021-02-06 22:17:07,2021-02-08 15:17:07,2021-02-09 15:17:07,Database,Laptop,Critical,Medium,High,In Progress,Linux Team,James Ford,Kolkata,Sales,VPN Gateway,Threat near lose song ground crime pattern huge TV.,2,Yes,41,Erin Hooper,Feb-2021,Q1
INC109068,2024-01-07 13:17:53,2024-01-08 20:17:53,2024-01-09 05:17:53,Hardware,Oracle,Medium,Medium,Low,In Progress,Service Desk,Barbara Benjamin,Mumbai,Finance,SAP Server,Visit plan bar tax wind.,0,No,31,Katie Rivas,Jan-2024,Q1
INC109069,2021-01-16 03:36:19,2021-01-18 04:36:19,2021-01-18 23:36:19,Email,Laptop,Critical,Low,Medium,New,Database Team,Stacey Brown,Mumbai,Finance,Web Server,Produce good plan take design drug.,1,No,49,Mrs. Angel Gibson,Jan-2021,Q1
INC109070,2022-07-09 14:44:38,2022-07-10 12:44:38,2022-07-10 21:44:38,Cloud,Linux,Low,Low,Low,Closed,Cloud Team,Jason Park,Hyderabad,HR,Exchange Server,Adult indicate push scene certain treatment as.,4,Yes,22,Gerald Stephenson,Jul-2022,Q3
INC109071,2024-02-07 17:31:00,2024-02-11 13:31:00,2024-02-12 07:31:00,Security,Oracle,Medium,High,Low,Resolved,Windows Team,Micheal Graham,Pune,Operations,Active Directory,Shoulder use current any let.,0,No,92,Mary Reyes,Feb-2024,Q1
INC109072,2024-10-01 00:49:47,2024-10-02 03:49:47,2024-10-02 04:49:47,Database,Oracle,High,High,Medium,Closed,Windows Team,Keith Sanchez,Kolkata,HR,SAP Server,Yes quite hard investment protect medical coach far.,0,Yes,27,Sydney James,Oct-2024,Q4
INC109073,2023-07-01 17:39:14,2023-07-05 10:39:14,2023-07-06 00:39:14,Cloud,Firewall,Critical,High,Medium,Resolved,Linux Team,Andrew Todd,Hyderabad,Sales,Exchange Server,Should nor family cost next others next recognize cold.,5,Yes,89,Marissa Bell,Jul-2023,Q3
INC109074,2022-05-07 22:13:13,2022-05-11 10:13:13,2022-05-11 20:13:13,Software,SQL,High,Low,Medium,Resolved,Cloud Team,Jennifer Roth,Kolkata,IT,VPN Gateway,Name know girl actually guy environmental smile move.,2,Yes,84,Joshua Turner,May-2022,Q2
INC109075,2022-08-20 10:46:15,2022-08-24 05:46:15,2022-08-25 01:46:15,Cloud,Linux,Critical,Medium,Medium,Closed,Network Team,Jeffrey Smith,Bangalore,Finance,VPN Gateway,Opportunity job talk worker about experience.,0,Yes,91,Alexis Sanchez,Aug-2022,Q3
INC109076,2023-09-27 23:52:44,2023-10-01 06:52:44,2023-10-01 13:52:44,Security,Windows,Critical,Low,Low,Resolved,Linux Team,Benjamin Oconnor,Pune,HR,CRM Server,Throw particularly arm pull property story book our name.,3,No,79,Ryan Henson,Sep-2023,Q3
INC109077,2021-08-26 12:19:34,2021-08-29 22:19:34,2021-08-30 20:19:34,Security,Server,Low,High,High,Closed,Network Team,Diane Collins,Delhi,Support,VPN Gateway,Federal scene rate education move meet sign hair knowledge.,1,No,82,Caleb Mendoza,Aug-2021,Q3
INC109078,2024-08-31 02:27:09,2024-08-31 10:27:09,2024-09-01 05:27:09,Application,Oracle,Medium,High,Low,Resolved,Cloud Team,Nicholas Austin,Mumbai,HR,Exchange Server,Federal travel generation pick rule eye city close.,5,No,8,Joseph Braun,Aug-2024,Q3
INC109079,2022-02-04 15:43:24,2022-02-07 03:43:24,2022-02-07 04:43:24,Application,Firewall,High,Medium,Low,On Hold,Database Team,Brandon Brennan,Kolkata,Finance,Exchange Server,Lay significant require this third now newspaper enough.,3,Yes,60,Pamela Cox,Feb-2022,Q1
INC109080,2024-10-13 07:57:39,2024-10-15 22:57:39,2024-10-15 23:57:39,Hardware,Firewall,Medium,Medium,Low,New,Service Desk,Christina Hoffman,Kolkata,Sales,VPN Gateway,Cultural example air few leg economy collection different feeling today.,2,No,63,Matthew Walker,Oct-2024,Q4
INC109081,2025-08-08 04:51:01,2025-08-09 21:51:01,2025-08-10 12:51:01,Email,Server,High,Medium,High,On Hold,Security Team,Leslie Rodriguez,Hyderabad,IT,Active Directory,Manage simply gas country gun.,0,Yes,41,Christopher Anderson,Aug-2025,Q3
INC109082,2021-11-22 05:18:52,2021-11-24 02:18:52,2021-11-24 12:18:52,Email,Windows,Medium,High,Low,Closed,Cloud Team,Lisa Ross,Pune,HR,Power BI Server,Record other future data six surface.,0,No,45,Courtney Taylor,Nov-2021,Q4
INC109083,2021-10-07 13:55:19,2021-10-11 01:55:19,2021-10-11 18:55:19,Network,Laptop,Low,Medium,Low,On Hold,Database Team,Wendy Coleman,Hyderabad,IT,Power BI Server,When say about plant himself past American its.,0,No,84,Samantha Crawford,Oct-2021,Q4
INC109084,2023-12-29 08:51:32,2024-01-02 08:51:32,2024-01-02 10:51:32,Security,Laptop,Critical,High,High,On Hold,Application Support,Katherine Goodwin,Chennai,Marketing,Oracle DB,Evidence bill race kitchen add help thus fact.,5,No,96,Brandon Hicks,Dec-2023,Q4
INC109085,2026-03-03 03:27:29,2026-03-06 07:27:29,2026-03-06 18:27:29,Database,VPN,Low,Medium,Low,New,Application Support,James Cole,Mumbai,HR,Exchange Server,Very impact little produce no read.,5,No,76,Don Galvan,Mar-2026,Q1
INC109086,2026-02-20 13:16:34,2026-02-22 21:16:34,2026-02-23 08:16:34,Hardware,Laptop,High,Low,Low,Resolved,Network Team,Latasha Turner,Pune,Finance,Power BI Server,Month election first management election huge thank buy.,2,No,56,Madeline Gay,Feb-2026,Q1
INC109087,2025-06-28 01:12:21,2025-07-01 17:12:21,2025-07-01 18:12:21,Application,Printer,Medium,Medium,Low,In Progress,Application Support,Kelly Bush,Bangalore,HR,VPN Gateway,Point sister nice what black create term cultural.,3,No,88,Kimberly Peterson,Jun-2025,Q2
INC109088,2023-09-30 18:44:33,2023-10-04 03:44:33,2023-10-04 23:44:33,Hardware,Printer,High,Medium,Low,In Progress,Linux Team,Thomas Young,Pune,Operations,SAP Server,Even father look cup process several hard choose.,2,No,81,Robert Macias,Sep-2023,Q3
INC109089,2023-09-03 10:18:03,2023-09-04 02:18:03,2023-09-04 17:18:03,Security,Linux,High,Medium,Low,Closed,Service Desk,David Torres,Hyderabad,Operations,Exchange Server,First side between any in.,0,No,16,Gloria Ortiz,Sep-2023,Q3
INC109090,2022-06-29 12:11:59,2022-07-02 16:11:59,2022-07-03 01:11:59,Email,Oracle,Critical,Medium,High,In Progress,Cloud Team,Karen Cruz,Mumbai,Support,CRM Server,Voice know night may director.,3,Yes,76,Kimberly Harrison,Jun-2022,Q2
INC109091,2024-08-02 12:16:04,2024-08-04 19:16:04,2024-08-05 09:16:04,Hardware,Linux,Critical,Medium,High,In Progress,Security Team,Mitchell Christian,Chennai,IT,CRM Server,Knowledge government clearly image great send war fish conference.,4,No,55,Justin Evans,Aug-2024,Q3
INC109092,2024-12-19 03:27:35,2024-12-22 18:27:35,2024-12-23 14:27:35,Application,Windows,Critical,High,Medium,In Progress,Application Support,Jerry Vargas,Mumbai,HR,Oracle DB,Off pull part cost smile its every.,2,No,87,Allison Massey,Dec-2024,Q4
INC109093,2021-06-12 15:44:18,2021-06-16 01:44:18,2021-06-16 17:44:18,Cloud,SQL,High,Low,Medium,In Progress,Cloud Team,John Greene,Pune,IT,Web Server,Clearly either security recognize perform writer move.,2,No,82,Garrett Schmidt,Jun-2021,Q2
INC109094,2022-10-08 00:06:31,2022-10-10 15:06:31,2022-10-10 20:06:31,Network,Linux,Low,High,High,Resolved,Application Support,Tracey Davis,Chennai,IT,VPN Gateway,Far exactly sport little nearly about wind TV guy.,1,No,63,Teresa Vazquez,Oct-2022,Q4
INC109095,2022-10-21 04:38:13,2022-10-21 19:38:13,2022-10-21 22:38:13,Network,Firewall,High,High,High,Resolved,Application Support,Zachary Johnson,Mumbai,Sales,VPN Gateway,Close fight cultural include for blue decision approach.,2,Yes,15,Douglas Carter,Oct-2022,Q4
INC109096,2023-06-15 06:31:20,2023-06-18 09:31:20,2023-06-19 05:31:20,Network,Linux,Low,High,Low,On Hold,Security Team,Marie Turner,Hyderabad,Support,Power BI Server,Can behind all interview window team middle they.,2,Yes,75,Dawn Lopez,Jun-2023,Q2
INC109097,2023-01-04 15:29:41,2023-01-05 23:29:41,2023-01-06 12:29:41,Database,Firewall,Low,High,Medium,In Progress,Application Support,Jeremy Jones,Chennai,IT,CRM Server,Foreign such debate catch half democratic rise.,5,Yes,32,Vanessa Jones,Jan-2023,Q1
INC109098,2022-01-10 05:24:15,2022-01-13 09:24:15,2022-01-13 10:24:15,Hardware,Oracle,Critical,High,High,Closed,Linux Team,Manuel Rodriguez,Bangalore,Marketing,Power BI Server,State management successful rock vote happen together most source state.,1,Yes,76,Wesley Randolph,Jan-2022,Q1
INC109099,2021-11-30 16:54:56,2021-12-01 20:54:56,2021-12-02 14:54:56,Security,Laptop,Critical,High,Low,Closed,Linux Team,Nicole Crawford,Hyderabad,Finance,CRM Server,Expect perhaps bill rest yes rich.,4,No,28,Wesley Randolph,Nov-2021,Q4
INC109100,2023-11-21 07:21:36,2023-11-23 08:21:36,2023-11-23 17:21:36,Software,Server,Medium,High,Medium,Resolved,Cloud Team,Jacqueline Reynolds,Hyderabad,Support,Active Directory,Bag risk community memory answer south compare fact.,0,Yes,49,Rodney Byrd,Nov-2023,Q4
INC109101,2023-11-16 21:21:11,2023-11-19 12:21:11,2023-11-19 13:21:11,Hardware,Firewall,Medium,Medium,Low,New,Windows Team,Mary Sanders,Delhi,Marketing,Web Server,Quickly test base oil floor nothing seek everything name.,1,No,63,Kimberly Peterson,Nov-2023,Q4
INC109102,2026-02-08 06:18:04,2026-02-10 04:18:04,2026-02-10 13:18:04,Network,Linux,Critical,Medium,Medium,On Hold,Service Desk,Michael Clayton,Chennai,HR,CRM Server,College cost opportunity person real some civil whole.,2,Yes,46,Juan Bradford,Feb-2026,Q1
INC109103,2026-02-27 04:37:14,2026-03-01 09:37:14,2026-03-01 21:37:14,Security,SQL,Low,Medium,Medium,Closed,Database Team,Ronald Byrd,Kolkata,IT,VPN Gateway,Serious pass summer blood dog.,5,Yes,53,Charles Holt,Feb-2026,Q1
INC109104,2023-01-08 06:32:04,2023-01-10 12:32:04,2023-01-10 14:32:04,Hardware,Printer,Low,Medium,Medium,On Hold,Application Support,Rachael Ferguson,Chennai,Sales,Web Server,Thought travel civil economic measure hit.,3,Yes,54,Christine Torres,Jan-2023,Q1
INC109105,2024-03-14 18:06:55,2024-03-15 14:06:55,2024-03-16 07:06:55,Network,SQL,Medium,Medium,Low,Resolved,Windows Team,Carrie Taylor,Chennai,HR,VPN Gateway,Among phone attention strong establish prove we poor hotel.,0,No,20,Courtney Taylor,Mar-2024,Q1
INC109106,2022-04-01 01:33:05,2022-04-02 22:33:05,2022-04-03 03:33:05,Cloud,VPN,Low,High,Medium,On Hold,Security Team,Chad Armstrong,Mumbai,Operations,VPN Gateway,Lot toward attention thank short cold wear might increase public.,1,Yes,45,Jeffery Richardson,Apr-2022,Q2
INC109107,2024-02-28 09:59:05,2024-03-01 15:59:05,2024-03-01 18:59:05,Hardware,Windows,Medium,Medium,Low,On Hold,Network Team,Jacob Nelson,Hyderabad,Support,Web Server,Degree on enough area effect popular edge specific.,4,No,54,Elizabeth Williams,Feb-2024,Q1
INC109108,2023-05-29 13:13:21,2023-06-01 15:13:21,2023-06-01 18:13:21,Security,Laptop,Critical,Low,High,In Progress,Network Team,Ryan Kim,Chennai,IT,VPN Gateway,Republican as put ago consider all.,1,Yes,74,Joshua Cortez,May-2023,Q2
INC109109,2024-04-10 23:52:14,2024-04-14 13:52:14,2024-04-15 10:52:14,Cloud,VPN,High,Low,Low,On Hold,Service Desk,Karen Snyder,Delhi,Finance,SAP Server,None girl major but break property off stay over world.,4,No,86,Nicole Mccarthy,Apr-2024,Q2
INC109110,2024-09-12 17:26:12,2024-09-15 07:26:12,2024-09-15 11:26:12,Network,Linux,Low,High,Medium,In Progress,Network Team,Justin Palmer,Pune,Sales,Exchange Server,Few their guy field page third hope.,1,Yes,62,Adam Benson,Sep-2024,Q3
INC109111,2023-05-01 06:02:21,2023-05-01 09:02:21,2023-05-01 22:02:21,Email,Oracle,Critical,Medium,High,Resolved,Linux Team,Jennifer Morrison,Kolkata,Marketing,VPN Gateway,Daughter tend cultural middle success knowledge why.,3,No,3,Sarah Garcia,May-2023,Q2
INC109112,2024-01-28 10:16:13,2024-01-28 13:16:13,2024-01-28 18:16:13,Database,Windows,Medium,Low,Low,New,Service Desk,Nicholas Sims,Delhi,Marketing,CRM Server,Card continue describe process treatment across threat culture fear.,2,Yes,3,Michelle Walker,Jan-2024,Q1
INC109113,2024-11-24 19:46:20,2024-11-25 09:46:20,2024-11-25 12:46:20,Database,Firewall,Medium,Low,Medium,Resolved,Database Team,Jennifer Munoz,Mumbai,HR,Active Directory,Person address always campaign apply player think.,4,No,14,Glen Roberts,Nov-2024,Q4
INC109114,2022-05-14 14:05:35,2022-05-15 00:05:35,2022-05-15 16:05:35,Software,Laptop,Critical,High,Medium,New,Database Team,Michelle Williams,Hyderabad,HR,VPN Gateway,Must through upon exist sport central end oil season.,4,Yes,10,Tara Morris,May-2022,Q2
INC109115,2026-02-18 23:22:39,2026-02-22 11:22:39,2026-02-23 10:22:39,Application,Printer,Low,Medium,Medium,Resolved,Application Support,Kelly Brady,Pune,Finance,Oracle DB,Debate bed early race social property three notice like chair.,4,Yes,84,Brian Barnes,Feb-2026,Q1
INC109116,2022-02-23 18:07:10,2022-02-26 17:07:10,2022-02-27 14:07:10,Software,SQL,Critical,Medium,Medium,In Progress,Service Desk,Kristi Wagner,Chennai,HR,Oracle DB,Drive child how nor fish at town nearly better toward exist.,4,Yes,71,Erica Miller,Feb-2022,Q1
INC109117,2023-02-12 18:50:43,2023-02-14 20:50:43,2023-02-15 08:50:43,Application,Server,High,Medium,Medium,On Hold,Windows Team,Eric Ryan,Mumbai,IT,Web Server,Address and quality scene statement she sea safe mouth they.,2,Yes,50,Erin Robinson,Feb-2023,Q1
INC109118,2024-03-14 16:08:04,2024-03-15 02:08:04,2024-03-15 03:08:04,Security,Printer,High,High,Low,Closed,Network Team,Samuel Moore,Bangalore,Finance,SAP Server,Close operation necessary very.,1,No,10,Ashley Lewis DVM,Mar-2024,Q1
INC109119,2022-09-27 21:00:06,2022-09-30 09:00:06,2022-10-01 02:00:06,Network,Server,Critical,High,High,On Hold,Service Desk,Brandy Stephenson,Chennai,Support,Exchange Server,Up team sort me test rate.,3,Yes,60,Robert Brown,Sep-2022,Q3
INC109120,2026-06-19 08:06:31,2026-06-22 07:06:31,2026-06-22 15:06:31,Application,Windows,Low,High,High,Closed,Cloud Team,Angie Taylor,Chennai,Sales,Active Directory,Give pay last edge include chair live first.,4,No,71,Jennifer May,Jun-2026,Q2
INC109121,2025-09-13 10:47:25,2025-09-13 13:47:25,2025-09-13 22:47:25,Database,Windows,High,Low,Medium,Resolved,Service Desk,Steven Boyd,Mumbai,Finance,Exchange Server,Worry agree concern run network may.,1,No,3,Matthew Hicks,Sep-2025,Q3
INC109122,2022-04-02 23:53:38,2022-04-05 15:53:38,2022-04-05 21:53:38,Network,Oracle,Medium,Medium,Low,Resolved,Application Support,Keith Collins,Pune,Marketing,SAP Server,Quality even local specific western building house important.,5,Yes,64,Timothy Fields,Apr-2022,Q2
INC109123,2023-04-18 23:26:50,2023-04-20 08:26:50,2023-04-20 17:26:50,Security,VPN,Critical,Medium,High,On Hold,Database Team,Justin Becker,Mumbai,HR,Web Server,True public head field well.,4,Yes,33,Lisa Le,Apr-2023,Q2
INC109124,2023-05-17 01:19:33,2023-05-20 13:19:33,2023-05-21 12:19:33,Database,SQL,High,High,High,New,Network Team,Samuel Shepard,Chennai,Finance,SAP Server,Each determine trip drug ok short station.,1,No,84,Steven Flores,May-2023,Q2
INC109125,2025-01-26 02:31:07,2025-01-27 04:31:07,2025-01-27 17:31:07,Application,Printer,Low,High,Medium,Resolved,Database Team,Michael Lee,Delhi,Sales,VPN Gateway,Image several entire system the wait floor candidate.,3,Yes,26,Christine Navarro,Jan-2025,Q1
INC109126,2023-12-19 09:40:13,2023-12-20 08:40:13,2023-12-21 06:40:13,Database,Laptop,Critical,Low,High,On Hold,Database Team,Kevin Lee,Hyderabad,Finance,Oracle DB,Business since investment but try couple offer.,3,No,23,Katie Rivas,Dec-2023,Q4
INC109127,2024-11-10 03:17:43,2024-11-11 06:17:43,2024-11-11 10:17:43,Hardware,Server,Medium,Low,Low,Resolved,Application Support,Jeffrey Green,Kolkata,Sales,SAP Server,Bill politics wall above common huge.,5,Yes,27,Linda Maddox,Nov-2024,Q4
INC109128,2021-11-27 11:11:23,2021-12-01 09:11:23,2021-12-02 08:11:23,Application,Laptop,High,Low,High,New,Application Support,Brett Durham,Mumbai,Finance,Power BI Server,Ago early remember rule away scene work executive.,0,No,94,Dylan Duncan,Nov-2021,Q4
